Job Title,Company Name,Job Tags,Salary Range,Date Posted,Location,Country,City,Job Category,Skills Found,Skills Count,All Skills List
Business Development,WOO X,"Manager, Manager",💰 Upgrade to Premium to see salary,2025-12-03T16:00:51+00:00,Global,Remote,Remote,Sales,R,1,R
Technical Customer Success Manager,DV Labs,"Manager, Manager, Ethereum, Ethereum, Game, Game",💰 Upgrade to Premium to see salary,2025-12-03T09:00:02+00:00,"Lisbon, Portugal","Lisbon, Portugal",Multiple locations,Support,R,1,R
Finance Project Team Lead,Avalere Health,"Training, Training, Technical, Technical, Support, Support",💰 Upgrade to Premium to see salary,2025-12-03T08:00:40+00:00,Manchester,EST Timezone,Manchester,Data Science,R,1,R
Revenue Operations & Sales Lead,Playlab,"Design, Design, System, System, Students, Students",💰 Upgrade to Premium to see salary,2025-12-03T08:00:22+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Sales,None identified,0,
Marketing Associate,Mochi Health,"Design, Design, Support, Support, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-03T00:00:47+00:00,San Francisco,San Francisco,Multiple locations,Marketing,R,1,R
Associate Product Designer,Mochi Health,"Design, Design, Designer, Designer, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-03T00:00:27+00:00,San Francisco,San Francisco,Multiple locations,Design,R,1,R
Social Media Lead,Supra,"Technical, Technical, Test, Test, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-02T11:00:18+00:00,Remote,Remote,Remote,Other,R,1,R
Senior Application Engineer,InfStones,"Design, Design, Web3, Web3, System, System",💰 Upgrade to Premium to see salary,2025-12-02T10:00:01+00:00,Texas,Texas,Multiple locations,Other,Web3,1,Web3
Associate Machine Learning Engineer Trust & Safety Intelligence,Spotify,"Design, Design, Support, Support, Operations, Operations",💰 Upgrade to Premium to see salary,2025-12-02T08:00:32+00:00,"New York, NY","New York, NY",Multiple locations,Data Science,R,1,R
GTM Analytics Engineer,Stedi,"SaaS, SaaS, Founder, Founder, Architect, Architect",💰 Upgrade to Premium to see salary,2025-12-02T08:00:16+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Data Analysis,R,1,R
Software Developer,Benzinga,"Golang, Golang, Developer, Developer, Software, Software",💰 Upgrade to Premium to see salary,2025-12-01T21:00:02+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,"Go, R",2,Go | R
Accountability Coach,Calibrate,"Support, Support",💰 Upgrade to Premium to see salary,2025-12-01T16:00:34+00:00,United States,United States,Multiple locations,Support,R,1,R
Mental Health Therapist,Included Health,"Recruiter, Recruiter, Support, Support, Quality Assurance, Quality Assurance",💰 Upgrade to Premium to see salary,2025-12-01T16:00:10+00:00,Texas,Texas,Multiple locations,Support,R,1,R
Client Success Portfolio Manager,Included Health,"Manager, Manager, Recruiter, Recruiter, Support, Support",💰 Upgrade to Premium to see salary,2025-12-01T16:00:03+00:00,Remote,Remote,Remote,Support,R,1,R
DevOps Engineer,InfStones,"Amazon, Amazon, Web3, Web3, System, System",💰 Upgrade to Premium to see salary,2025-12-01T10:00:02+00:00,Texas,Texas,Multiple locations,DevOps,Web3,1,Web3
Education Specialist,Berni Mick Ireland,"Teacher, Teacher, Teaching, Teaching, Growth, Growth",💰 Upgrade to Premium to see salary,2025-12-01T00:00:16+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Other,R,1,R
Scale Army Careers Jobs,Scale Army Careers,,💰 Upgrade to Premium to see salary,2025-11-29T00:00:29+00:00,Remote,Remote,Remote,Other,None identified,0,
Software Engineer,Tech Innovations Inc.,"Software, Software, React, React, Testing, Testing",💰 Upgrade to Premium to see salary,2025-11-28T13:00:47+00:00,San Francisco,San Francisco,Multiple locations,Software Development,"R, React",2,R | React
Senior Data Engineer,1inch,"Defi, Defi, Crypto, Crypto, Security, Security",💰 Upgrade to Premium to see salary,2025-11-28T13:00:04+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Other,R,1,R
Growth Marketing Manager,InfStones,"Growth, Growth, Manager, Manager, Web3, Web3",💰 Upgrade to Premium to see salary,2025-11-28T10:00:02+00:00,Texas,Texas,Multiple locations,Marketing,"R, Web3",2,R | Web3
Data Scientist,AnsibleHealth Inc.,"Amazon, Amazon, Ansible, Ansible, Support, Support",💰 Upgrade to Premium to see salary,2025-11-28T08:00:22+00:00,New York,New York,Multiple locations,Data Science,"Ansible, R",2,Ansible | R
Production Code Quality Internship,Supra,"Code, Code, Technical, Technical, Testing, Testing",💰 Upgrade to Premium to see salary,2025-11-28T07:00:43+00:00,Remote,Remote,Remote,Other,None identified,0,
Senior Test Engineer,Endpoint Clinical,"Test, Test, Security, Security, Technical, Technical",💰 Upgrade to Premium to see salary,2025-11-27T16:00:21+00:00,Remote US,Us,Remote,QA/Testing,R,1,R
Graphic Designer Contract to Perm,Monad Foundation,"Design, Design, Ethereum, Ethereum, System, System",💰 Upgrade to Premium to see salary,2025-11-27T11:00:19+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Design,R,1,R
UX Researcher,Trammell Venture Partners,"UX, UX, Design, Design",💰 Upgrade to Premium to see salary,2025-11-27T11:00:13+00:00,Remote,Remote,Remote,Design,None identified,0,
Customer Growth Lead Americas,Immutable,"Growth, Growth, Design, Design, Web3, Web3",💰 Upgrade to Premium to see salary,2025-11-27T11:00:02+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Other,"R, Web3",2,R | Web3
Senior Full Stack Software Engineer,Ether.fi,"Software, Software, Defi, Defi, Crypto, Crypto",💰 Upgrade to Premium to see salary,2025-11-26T22:00:12+00:00,New York City,New York City,Multiple locations,Software Development,R,1,R
Business Operations Manager,o1Labs,"Manager, Manager, Web3, Web3, Cryptocurrency, Cryptocurrency",💰 Upgrade to Premium to see salary,2025-11-26T13:00:16+00:00,Remote,Remote,Remote,Other,"R, Web3",2,R | Web3
Senior Product Manager Payments,Coinme,"Manager, Manager, Defi, Defi, Crypto, Crypto",💰 Upgrade to Premium to see salary,2025-11-26T01:00:14+00:00,Remote,Remote,Remote,Product Management,R,1,R
Software Engineer,Nomi Health,"Software, Software, System, System, Serverless, Serverless",💰 Upgrade to Premium to see salary,2025-11-26T00:00:24+00:00,Remote,Remote,Remote,Software Development,"Less, R",2,Less | R
Staff Backend Engineer Golang,Voodoo,"Golang, Golang, Mobile, Mobile, Golang, Golang",💰 Upgrade to Premium to see salary,2025-11-25T21:00:03+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,Go,1,Go
Senior Software Engineer Agentic Assistant,Flock Safety,"Software, Software, Assistant, Assistant, Design, Design",💰 Upgrade to Premium to see salary,2025-11-25T16:00:14+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Software Development,R,1,R
Customer Success and Engagement Manager,Egen,"Manager, Manager, Training, Training, Consulting, Consulting",💰 Upgrade to Premium to see salary,2025-11-25T15:00:01+00:00,Remote,Remote,Remote,Data Science,R,1,R
Staff Engineer Team Lead Market Data,Alpaca,"Design, Design, Crypto, Crypto, Technical, Technical",💰 Upgrade to Premium to see salary,2025-11-25T14:00:38+00:00,Remote - Europe - North America,Remote - Europe - North America,Multiple locations,Other,R,1,R
Careers,Octopus Deploy,,💰 Upgrade to Premium to see salary,2025-11-25T13:00:07+00:00,Remote,Remote,Remote,Other,None identified,0,
Institutional Sales Representative Wealth & Asset Management,Anchorage Digital,"Design, Design, Crypto, Crypto, Security, Security",💰 Upgrade to Premium to see salary,2025-11-25T11:00:01+00:00,United States,United States,Multiple locations,Sales,R,1,R
Vice President Project Delivery,Avalere Health,"Design, Design, Training, Training, Support, Support",💰 Upgrade to Premium to see salary,2025-11-25T08:00:19+00:00,🌏 Probably worldwide,🌏 Probably worldwide,Multiple locations,Data Science,R,1,R
